**********
Day 1:
**********

12:00 PM:  CANDYCE FERET arrived at FSC Chick-fil-A and entered Order Line 1.
	| Soft_Drink_Small               | $1.35      | 4          |
	| Waffle_Fries_Medium            | $1.65      | 2          |
	Total Price:  $8.70
Order Number:  274957
	Time Completed:  12:12 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Waffle_Fries_Medium            | $1.65      | 4          |
	| Nuggets_8_Piece_Combo          | $5.95      | 4          |
	| Waffle_Fries_Small             | $1.55      | 3          |
	| Nuggets_12_Piece_Combo         | $8.59      | 4          |
	Total Price:  $69.41
Order Number:  274956
	Time Completed:  12:12 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Soft_Drink_Large               | $1.85      | 1          |
	| Soft_Drink_Small               | $1.35      | 3          |
	Total Price:  $5.90
Order Number:  274955
	Time Completed:  12:09 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Grilled_Chicken_Sandwich_Combo | $7.19      | 4          |
	| Milkshake_Large                | $3.15      | 4          |
	| Nuggets_12_Piece_Combo         | $8.59      | 1          |
	| Waffle_Fries_Large             | $1.85      | 4          |
	Total Price:  $57.35
Order Number:  274954
	Time Completed:  12:09 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Soft_Drink_Small               | $1.35      | 3          |
	Total Price:  $4.05
Order Number:  274953
	Time Completed:  12:05 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Soft_Drink_Small               | $1.35      | 2          |
	| Grilled_Chicken_Sandwich       | $4.39      | 4          |
	| Waffle_Fries_Small             | $1.55      | 2          |
	| Chicken_Sandwich               | $3.05      | 4          |
	Total Price:  $35.56
Order Number:  274952
	Time Completed:  12:03 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Grilled_Chicken_Sandwich_Combo | $7.19      | 1          |
	Total Price:  $7.19


**********
Day 2:
**********

12:00 PM:  SHERYL DIEHM arrived at FSC Chick-fil-A and entered Order Line 1.
12:01 PM:  SHERYL DIEHM is at the front of Order Line 1 and is now placing order.
12:03 PM:  BARRIE POLINSKI arrived at FSC Chick-fil-A and entered Order Line 2.
12:04 PM:  SHERYL DIEHM received all items, paid $35.05, and is exiting Order Line 1 (leaving FSC Chick-fil-A).
12:04 PM:  BARRIE POLINSKI is at the front of Order Line 2 and is now placing order.
12:05 PM:  GENNA BIEDENBENDER arrived at FSC Chick-fil-A and entered Order Line 1.
12:06 PM:  GENNA BIEDENBENDER is at the front of Order Line 1 and is now placing order.
12:07 PM:  GENNA BIEDENBENDER received all items, paid $3.18, and is exiting Order Line 1 (leaving FSC Chick-fil-A).
12:07 PM:  ANNETTA HAVLICK arrived at FSC Chick-fil-A and entered Order Line 1.
12:08 PM:  ANNETTA HAVLICK is at the front of Order Line 1 and is now placing order.
12:09 PM:  BARRIE POLINSKI received all items, paid $32.98, and is exiting Order Line 2 (leaving FSC Chick-fil-A).
12:09 PM:  MANUAL HOBART arrived at FSC Chick-fil-A and entered Order Line 2.
12:10 PM:  MANUAL HOBART is at the front of Order Line 2 and is now placing order.
12:10 PM:  PEGGY SOFKA arrived at FSC Chick-fil-A and entered Order Line 3.
12:11 PM:  ANNETTA HAVLICK received all items, paid $12.30, and is exiting Order Line 1 (leaving FSC Chick-fil-A).
12:11 PM:  PEGGY SOFKA is at the front of Order Line 3 and is now placing order.
12:11 PM:  DORLA EDLAND arrived at FSC Chick-fil-A and entered Order Line 1.
12:12 PM:  DORLA EDLAND is at the front of Order Line 1 and is now placing order.
12:14 PM:  MANUAL HOBART received all items, paid $39.40, and is exiting Order Line 2 (leaving FSC Chick-fil-A).
12:14 PM:  LEILA NAGG arrived at FSC Chick-fil-A and entered Order Line 2.
12:15 PM:  DORLA EDLAND received all items, paid $35.86, and is exiting Order Line 1 (leaving FSC Chick-fil-A).
12:15 PM:  LEILA NAGG is at the front of Order Line 2 and is now placing order.
12:15 PM:  PEGGY SOFKA received all items, paid $21.92, and is exiting Order Line 3 (leaving FSC Chick-fil-A).
12:16 PM:  LEILA NAGG received all items, paid $4.95, and is exiting Order Line 2 (leaving FSC Chick-fil-A).
12:17 PM:  YADIRA ROZELL arrived at FSC Chick-fil-A and entered Order Line 1.
12:18 PM:  YADIRA ROZELL is at the front of Order Line 1 and is now placing order.
12:18 PM:  KIRK WU arrived at FSC Chick-fil-A and entered Order Line 2.
12:19 PM:  KIRK WU is at the front of Order Line 2 and is now placing order.
12:20 PM:  YADIRA ROZELL received all items, paid $34.80, and is exiting Order Line 1 (leaving FSC Chick-fil-A).
12:20 PM:  CORRINNE GREBEL arrived at FSC Chick-fil-A and entered Order Line 1.
12:21 PM:  CORRINNE GREBEL is at the front of Order Line 1 and is now placing order.
12:22 PM:  KIRK WU received all items, paid $25.10, and is exiting Order Line 2 (leaving FSC Chick-fil-A).
12:22 PM:  MELISSA TOUSOM arrived at FSC Chick-fil-A and entered Order Line 2.
12:23 PM:  MELISSA TOUSOM is at the front of Order Line 2 and is now placing order.
12:23 PM:  DEIDRA LEVERTON arrived at FSC Chick-fil-A and entered Order Line 3.
12:24 PM:  DEIDRA LEVERTON is at the front of Order Line 3 and is now placing order.
12:25 PM:  DEIDRA LEVERTON received all items, paid $6.60, and is exiting Order Line 3 (leaving FSC Chick-fil-A).
12:25 PM:  ANNA AGUDO arrived at FSC Chick-fil-A and entered Order Line 3.
12:26 PM:  CORRINNE GREBEL received all items, paid $34.90, and is exiting Order Line 1 (leaving FSC Chick-fil-A).
12:26 PM:  ANNA AGUDO is at the front of Order Line 3 and is now placing order.
12:27 PM:  MELISSA TOUSOM received all items, paid $19.23, and is exiting Order Line 2 (leaving FSC Chick-fil-A).
12:27 PM:  LALA ACCOSTA arrived at FSC Chick-fil-A and entered Order Line 1.
12:28 PM:  LALA ACCOSTA is at the front of Order Line 1 and is now placing order.
12:28 PM:  ANNA AGUDO received all items, paid $26.71, and is exiting Order Line 3 (leaving FSC Chick-fil-A).
12:29 PM:  LALA ACCOSTA received all items, paid $8.25, and is exiting Order Line 1 (leaving FSC Chick-fil-A).
12:29 PM:  HAZEL MOTIL arrived at FSC Chick-fil-A and entered Order Line 1.
12:30 PM:  HAZEL MOTIL is at the front of Order Line 1 and is now placing order.
12:30 PM:  GEORGANN WILLINGHURST arrived at FSC Chick-fil-A and entered Order Line 2.
12:30 PM:  ANGELO KANTA arrived at FSC Chick-fil-A and entered Order Line 3.
12:31 PM:  GEORGANN WILLINGHURST is at the front of Order Line 2 and is now placing order.
12:31 PM:  ANGELO KANTA is at the front of Order Line 3 and is now placing order.
12:32 PM:  GEORGANN WILLINGHURST received all items, paid $9.87, and is exiting Order Line 2 (leaving FSC Chick-fil-A).
12:32 PM:  ALBERTHA BOIES arrived at FSC Chick-fil-A and entered Order Line 2.
12:33 PM:  HAZEL MOTIL received all items, paid $17.02, and is exiting Order Line 1 (leaving FSC Chick-fil-A).
12:33 PM:  ALBERTHA BOIES is at the front of Order Line 2 and is now placing order.
12:33 PM:  ROCKY RITCHKO arrived at FSC Chick-fil-A and entered Order Line 1.
12:34 PM:  ROCKY RITCHKO is at the front of Order Line 1 and is now placing order.
12:34 PM:  LILLIANA GRIMSTEAD arrived at FSC Chick-fil-A and entered Order Line 1.
12:35 PM:  ROCKY RITCHKO received all items, paid $6.79, and is exiting Order Line 1 (leaving FSC Chick-fil-A).
12:35 PM:  ANGELO KANTA received all items, paid $40.00, and is exiting Order Line 3 (leaving FSC Chick-fil-A).
12:36 PM:  LILLIANA GRIMSTEAD is at the front of Order Line 1 and is now placing order.
12:37 PM:  ALBERTHA BOIES received all items, paid $33.51, and is exiting Order Line 2 (leaving FSC Chick-fil-A).
12:37 PM:  ARDELLE DYESS arrived at FSC Chick-fil-A and entered Order Line 2.
12:37 PM:  KRISTYN REECH arrived at FSC Chick-fil-A and entered Order Line 3.
12:38 PM:  ARDELLE DYESS is at the front of Order Line 2 and is now placing order.
12:38 PM:  KRISTYN REECH is at the front of Order Line 3 and is now placing order.
12:38 PM:  CARISA KASOWSKI arrived at FSC Chick-fil-A and entered Order Line 1.
12:40 PM:  LILLIANA GRIMSTEAD received all items, paid $68.44, and is exiting Order Line 1 (leaving FSC Chick-fil-A).
12:41 PM:  CARISA KASOWSKI is at the front of Order Line 1 and is now placing order.
12:41 PM:  TERESE THERRES arrived at FSC Chick-fil-A and entered Order Line 1.
12:42 PM:  CARISA KASOWSKI received all items, paid $5.95, and is exiting Order Line 1 (leaving FSC Chick-fil-A).
12:42 PM:  KRISTYN REECH received all items, paid $33.22, and is exiting Order Line 3 (leaving FSC Chick-fil-A).
12:42 PM:  DANIEL POLUCHA arrived at FSC Chick-fil-A and entered Order Line 3.
12:43 PM:  TERESE THERRES is at the front of Order Line 1 and is now placing order.
12:43 PM:  ARDELLE DYESS received all items, paid $48.95, and is exiting Order Line 2 (leaving FSC Chick-fil-A).
12:43 PM:  DANIEL POLUCHA is at the front of Order Line 3 and is now placing order.
12:44 PM:  CHRISTEN RETERSDORF arrived at FSC Chick-fil-A and entered Order Line 2.
12:45 PM:  CHRISTEN RETERSDORF is at the front of Order Line 2 and is now placing order.
12:45 PM:  DANIEL POLUCHA received all items, paid $27.96, and is exiting Order Line 3 (leaving FSC Chick-fil-A).
12:45 PM:  LAKIA HOFFSTOT arrived at FSC Chick-fil-A and entered Order Line 3.
12:46 PM:  LAKIA HOFFSTOT is at the front of Order Line 3 and is now placing order.
12:46 PM:  KARLEEN KOTAS arrived at FSC Chick-fil-A and entered Order Line 1.
12:47 PM:  TERESE THERRES received all items, paid $52.54, and is exiting Order Line 1 (leaving FSC Chick-fil-A).
12:48 PM:  KARLEEN KOTAS is at the front of Order Line 1 and is now placing order.
12:48 PM:  LAKIA HOFFSTOT received all items, paid $25.76, and is exiting Order Line 3 (leaving FSC Chick-fil-A).
12:49 PM:  MALVINA ROUTZEN arrived at FSC Chick-fil-A and entered Order Line 3.
12:50 PM:  CHRISTEN RETERSDORF received all items, paid $53.48, and is exiting Order Line 2 (leaving FSC Chick-fil-A).
12:50 PM:  MALVINA ROUTZEN is at the front of Order Line 3 and is now placing order.
12:51 PM:  MALVINA ROUTZEN received all items, paid $13.35, and is exiting Order Line 3 (leaving FSC Chick-fil-A).
12:52 PM:  KARLEEN KOTAS received all items, paid $36.08, and is exiting Order Line 1 (leaving FSC Chick-fil-A).
12:52 PM:  CELESTINA CHERRIER arrived at FSC Chick-fil-A and entered Order Line 1.
12:53 PM:  CELESTINA CHERRIER is at the front of Order Line 1 and is now placing order.
12:54 PM:  YONG TILLINGHAST arrived at FSC Chick-fil-A and entered Order Line 2.
12:54 PM:  GAIL GUNNETT arrived at FSC Chick-fil-A and entered Order Line 3.
12:54 PM:  MARTY MORGIA arrived at FSC Chick-fil-A and entered Order Line 1.
12:55 PM:  YONG TILLINGHAST is at the front of Order Line 2 and is now placing order.
12:55 PM:  GAIL GUNNETT is at the front of Order Line 3 and is now placing order.
12:57 PM:  JULI BOWSHER arrived at FSC Chick-fil-A and entered Order Line 2.
12:58 PM:  CELESTINA CHERRIER received all items, paid $51.05, and is exiting Order Line 1 (leaving FSC Chick-fil-A).
12:58 PM:  YONG TILLINGHAST received all items, paid $14.88, and is exiting Order Line 2 (leaving FSC Chick-fil-A).
12:59 PM:  MARTY MORGIA is at the front of Order Line 1 and is now placing order.
12:59 PM:  JULI BOWSHER is at the front of Order Line 2 and is now placing order.
12:59 PM:  GAIL GUNNETT received all items, paid $40.37, and is exiting Order Line 3 (leaving FSC Chick-fil-A).
 1:00 PM:  EDNA CREDEUR arrived at FSC Chick-fil-A and entered Order Line 3.
 1:01 PM:  EDNA CREDEUR is at the front of Order Line 3 and is now placing order.
 1:01 PM:  ISAIAS MESSANA arrived at FSC Chick-fil-A and entered Order Line 1.
 1:02 PM:  EDNA CREDEUR received all items, paid $1.59, and is exiting Order Line 3 (leaving FSC Chick-fil-A).
 1:03 PM:  MARTY MORGIA received all items, paid $33.35, and is exiting Order Line 1 (leaving FSC Chick-fil-A).
 1:04 PM:  ISAIAS MESSANA is at the front of Order Line 1 and is now placing order.
 1:04 PM:  JULI BOWSHER received all items, paid $46.63, and is exiting Order Line 2 (leaving FSC Chick-fil-A).
 1:04 PM:  CARLENA FAGUNDES arrived at FSC Chick-fil-A and entered Order Line 2.
 1:05 PM:  ISAIAS MESSANA received all items, paid $9.15, and is exiting Order Line 1 (leaving FSC Chick-fil-A).
 1:05 PM:  CARLENA FAGUNDES is at the front of Order Line 2 and is now placing order.
 1:05 PM:  BROCK HOLDERFIELD arrived at FSC Chick-fil-A and entered Order Line 1.
 1:06 PM:  BROCK HOLDERFIELD is at the front of Order Line 1 and is now placing order.
 1:07 PM:  BROCK HOLDERFIELD received all items, paid $1.59, and is exiting Order Line 1 (leaving FSC Chick-fil-A).
 1:08 PM:  CARLENA FAGUNDES received all items, paid $34.12, and is exiting Order Line 2 (leaving FSC Chick-fil-A).
 1:08 PM:  SOCORRO FIKES arrived at FSC Chick-fil-A and entered Order Line 1.
 1:09 PM:  SOCORRO FIKES is at the front of Order Line 1 and is now placing order.
 1:11 PM:  SOCORRO FIKES received all items, paid $12.60, and is exiting Order Line 1 (leaving FSC Chick-fil-A).
 1:11 PM:  TEMIKA ERKER arrived at FSC Chick-fil-A and entered Order Line 1.
 1:11 PM:  MARLEN SEGONIA arrived at FSC Chick-fil-A and entered Order Line 2.
